,Matrikkel / Org-Anr,Address,PostalCode,Area,Housing type,Primary room,Usable area,Gross area,Year of construction,Floor,Plot size,Last sold,Price,Joint debt at last sale,Total price at last sale,Number of rooms,Number of bedrooms,Registered date,Turnover rate,Broker,Postal code,Broker encoded,Housing type encoded,Balcony_Yes,Parking_Yes
3486,988005517/55,Mellomila 83,7018,TRONDHEIM,Borettslagsleilighet,48,50,55,2005,2,0.0,2021-08-18,2670000,671145.0,3341145.0,3,2,2021-08-06,12,DNB Eiendom,7018,1,3,1,1
3487,963080786/12,Skolegata 10 B,7018,TRONDHEIM,Borettslagsleilighet,64,66,72,1971,4,774.6,2021-08-18,3720000,136680.0,3856680.0,3,2,2021-08-07,11,Proaktiv,7018,10,3,1,1
3488,5001-95/204/0/0,L. Hofstads veg 5,7021,TRONDHEIM,Selveier enebolig,209,254,276,1997,0,499.4,2021-08-18,8650000,0.0,8650000.0,0,6,2021-08-09,9,Heimdal Eiendomsmegling,7021,4,4,1,0
3489,5001-404/151/0/3,NidarÃ¸y gate 10,7030,TRONDHEIM,Selveierleilighet,47,49,53,2011,1,804.3,2021-08-18,3690000,43293.0,3733293.0,3,2,2021-08-10,8,DNB Eiendom,7030,1,7,1,0
3490,990417032/27,Kyavegen 12,7045,TRONDHEIM,Borettslagsleilighet,65,65,72,1944,2,721.6,2021-08-18,2750000,451490.0,3201490.0,2,2,2021-08-09,9,Meglerhuset Nylander,7045,7,3,1,0
3491,5001-323/161/0/0,Mikkelvegen 2 A,7081,SJETNEMARKA,Selveier enebolig,201,226,251,1970,0,1176.7,2021-08-18,6210000,0.0,6210000.0,0,6,2021-08-11,7,Meglerhuset Nylander,7081,7,4,1,0
3492,948728338/161,Nedre FlatÃ¥sveg 29,7099,FLATÃ…SEN,Borettslagsleilighet,57,57,63,1975,2,54108.8,2021-08-18,2550000,147557.0,2697557.0,2,1,2021-08-10,8,Eiendomsmegler 1,7099,3,3,0,0
3493,948655616/13,Stiklestadveien 9 A,7066,TRONDHEIM,Borettslagsleilighet,82,82,90,1952,2,1770.3,2021-08-18,3500000,83386.0,3583386.0,4,3,2021-07-30,19,DNB Eiendom,7066,1,3,0,0
3494,5001-22/22/0/2,Bautavegen 5 D,7056,RANHEIM,Selveier tomannsbolig,133,156,173,1960,0,801.0,2021-08-18,5100000,0.0,5100000.0,3,3,2021-08-06,12,Heimdal Eiendomsmegling,7056,4,6,1,0
3495,5001-320/231/0/12,Okstadvegen 345,7075,TILLER,Selveier tomannsbolig,74,74,81,2010,2,1452.0,2021-08-18,3850000,0.0,3850000.0,3,2,2021-05-16,94,Krogsveen,7075,5,6,1,0
3496,5001-177/816/0/90,Andersbakkan 92,7089,HEIMDAL,Selveierleilighet,42,48,0,2020,1,4953.6,2021-08-18,2700000,1700.0,2701700.0,3,2,2021-08-06,12,Eiendomsmegler 1,7089,3,7,1,0
3497,5001-21/1098/0/0,Ã˜stmovegen 7 C,7056,RANHEIM,Selveier tomannsbolig,111,124,138,2008,0,295.7,2021-08-18,4600000,0.0,4600000.0,4,3,2021-08-06,12,Eiendomsmegler 1,7056,3,6,0,0
3498,5001-97/342/0/0,GjÃ¸rtlervegen 8,7021,TRONDHEIM,Selveier tomannsbolig,165,165,181,1959,0,531.5,2021-08-18,5590000,0.0,5590000.0,0,4,2021-08-10,8,DNB Eiendom,7021,1,6,1,0
3499,5001-405/78/0/12,Elgeseter gate 31 B,7030,TRONDHEIM,Selveierleilighet,56,56,60,1913,5,720.0,2021-08-18,3680000,0.0,3680000.0,3,2,2021-05-27,83,Privatmegleren,7030,9,7,0,0
3500,5001-410/687/0/16,Dyre Halses gate 5,7042,TRONDHEIM,Selveierleilighet,40,43,0,2006,4,626.5,2021-08-18,3400000,7085.0,3407085.0,2,1,2021-06-25,54,Eiendomsmegler 1,7042,3,7,1,0
3501,5001-105/104/0/5,Leirbruvegen 38,7026,TRONDHEIM,Selveier rekkehus,118,131,155,1997,0,5890.0,2021-08-18,4500000,0.0,4500000.0,4,3,2021-08-03,15,Eiendomsmegler 1,7026,3,5,1,0
3502,5001-412/243/0/7,Lade alle 73 A,7041,TRONDHEIM,Selveierleilighet,64,64,0,2021,1,7756.5,2021-08-18,3820000,0.0,3820000.0,3,2,2021-08-18,0,Other,7041,8,7,1,0
3503,5001-220/5/0/0,Spongdalsvegen 803,7074,SPONGDAL,Selveier enebolig,195,229,252,1924,0,8617.3,2021-08-18,13300000,0.0,13300000.0,0,5,2021-08-04,14,Heimdal Eiendomsmegling,7074,4,4,0,0
3504,985882568/10,Frostaveien 13 B,7068,TRONDHEIM,Borettslagsleilighet,55,55,59,1969,3,1403.8,2021-08-18,3150000,256776.0,3406776.0,2,2,2021-08-11,7,EIE Eiendomsmegling,7068,2,3,1,0
3505,948722585/237,Karolinerveien 7 A,7021,TRONDHEIM,Borettslagsleilighet,36,36,0,1967,4,44327.8,2021-08-18,2580000,17534.0,2597534.0,2,1,2021-08-10,8,Meglerhuset Nylander,7021,7,3,1,0
3506,5001-279/8/0/0,HÃ¸stadvegen 41,7070,BOSBERG,Selveier enebolig,104,154,170,1967,0,1066.5,2021-08-18,3750000,0.0,3750000.0,0,3,2021-08-06,12,Heimdal Eiendomsmegling,7070,4,4,1,0
3507,5001-318/40/0/1,OkstadÃ¸y 15 A,7029,TRONDHEIM,Selveierleilighet,99,99,109,1991,2,568.3,2021-08-18,3600000,0.0,3600000.0,5,3,2021-08-10,8,DNB Eiendom,7029,1,7,1,0
3508,5001-412/243/0/91,Lade alle 75,7041,TRONDHEIM,Selveierleilighet,0,55,0,2021,1,7756.5,2021-08-18,3390000,0.0,3390000.0,2,0,2021-08-18,0,Other,7041,8,7,0,0
3509,5001-85/422/0/54,Anne Martha Kvams veg 9,7036,TRONDHEIM,Selveierleilighet,0,38,0,2014,1,6118.2,2021-08-18,2300000,0.0,2300000.0,2,0,2021-08-18,0,Other,7036,8,7,0,0
3510,5001-17/873/0/0,Bukken Bruses veg 31,7056,RANHEIM,Selveier enebolig,188,206,229,2010,0,302.4,2021-08-18,8850000,0.0,8850000.0,6,5,2021-06-23,56,Aktiv,7056,0,4,1,0
3511,5001-95/204/0/0,L. Hofstads veg 5,7021,TRONDHEIM,Selveier enebolig,209,254,276,1997,0,499.4,2021-08-18,8650000,0.0,8650000.0,0,6,2021-08-09,9,Heimdal Eiendomsmegling,7021,4,4,1,0
3512,5001-97/342/0/0,GjÃ¸rtlervegen 8,7021,TRONDHEIM,Selveier tomannsbolig,165,165,181,1959,0,531.5,2021-08-18,5590000,0.0,5590000.0,0,4,2021-08-10,8,DNB Eiendom,7021,1,6,1,0
3513,5001-66/488/0/0,Frydenbergvegen 20 B,7050,TRONDHEIM,Selveier enebolig,160,170,180,1962,0,261.4,2021-08-19,7900000,0.0,7900000.0,0,4,2021-06-11,69,Meglerhuset Nylander,7050,7,4,1,0
3514,5001-59/238/0/107,SÃ¸ndre Berg 19 C,7050,TRONDHEIM,Selveierleilighet,63,63,0,2002,2,19598.6,2021-08-19,3820000,0.0,3820000.0,2,2,2021-08-09,10,Eiendomsmegler 1,7050,3,7,1,1
3515,5001-409/306/0/5,Innherredsveien 2 A,7042,TRONDHEIM,Selveierleilighet,56,56,62,1911,3,213.6,2021-08-19,3580000,0.0,3580000.0,2,2,2021-06-08,72,Krogsveen,7042,5,7,0,0
3516,5001-437/52/0/0,Lianvegen 1,7025,TRONDHEIM,Selveier enebolig,108,115,125,1976,0,2571.1,2021-08-19,6200000,0.0,6200000.0,0,3,2021-08-11,8,Eiendomsmegler 1,7025,3,4,1,0
3517,987162880/20,Ã˜rjaveita 2,7010,TRONDHEIM,Borettslagsleilighet,41,41,47,2005,6,0.0,2021-08-19,2950000,0.0,2950000.0,0,1,2021-08-09,10,DNB Eiendom,7010,1,3,0,0
3518,5001-76/271/0/0,Stubbanvegen 32 B,7037,TRONDHEIM,Selveier enebolig,194,213,232,1998,0,524.7,2021-08-19,8100000,0.0,8100000.0,0,5,2021-08-11,8,Proaktiv,7037,10,4,1,0
3519,5001-404/3/0/6,Klostergata 23,7030,TRONDHEIM,Selveierleilighet,112,112,0,1908,4,224.5,2021-08-19,4200000,0.0,4200000.0,3,4,2021-08-19,0,Other,7030,8,7,0,0
3520,5001-12/5/0/32,Fernanda Nissens veg 18,7045,TRONDHEIM,Selveierleilighet,139,141,0,2007,5,9014.5,2021-08-19,9890000,16322.0,9906322.0,3,2,2021-04-01,140,DNB Eiendom,7045,1,7,1,0
3521,5001-9/404/0/4,Hans Finnes gate 22,7045,TRONDHEIM,Selveierleilighet,50,51,56,1947,2,868.0,2021-08-19,3600000,0.0,3600000.0,2,1,2021-08-11,8,Proaktiv,7045,10,7,1,0
3522,985825955/35,Frostaveien 9 B,7068,TRONDHEIM,Borettslagsleilighet,42,42,46,1981,5,0.0,2021-08-19,2550000,393329.0,2943329.0,2,1,2021-08-12,7,Eiendomsmegler 1,7068,3,3,1,0
3523,974984784/5,Innherredsveien 63,7068,TRONDHEIM,Borettslagsleilighet,82,87,98,1905,1,453.7,2021-08-19,3590000,870700.0,4460700.0,0,2,2021-05-07,104,Privatmegleren,7068,9,3,0,0
3524,5001-421/69/0/2,Hjalmar Johansens vei 6,7020,TRONDHEIM,Selveier tomannsbolig,115,115,126,1940,2,984.0,2021-08-19,7025000,0.0,7025000.0,0,3,2021-08-09,10,Heimdal Eiendomsmegling,7020,4,6,1,0
3525,5001-424/290/0/5,Tampereveien 3 E,7020,TRONDHEIM,Selveier tomannsbolig,153,175,196,1994,0,0.0,2021-08-19,6025000,0.0,6025000.0,4,3,2021-08-09,10,Eiendomsmegler 1,7020,3,6,1,0
3526,5001-414/351/0/0,Sigmunds vei 3 A,7041,TRONDHEIM,Selveier rekkehus,109,127,0,1960,0,281.8,2021-08-19,4830000,0.0,4830000.0,0,3,2021-08-11,8,Eiendomsmegler 1,7041,3,5,1,0
3527,950373520/118,Alfred TrÃ¸nsdals veg 21,7033,TRONDHEIM,Borettslagsleilighet,72,72,78,1967,3,95220.0,2021-08-19,2800000,493262.0,3293262.0,3,2,2021-06-27,53,Eiendomsmegler 1,7033,3,3,0,0
3528,955234448/28,Olav Vasseljens veg 4 B,7033,TRONDHEIM,Borettslagsleilighet,64,64,72,1972,2,15865.4,2021-08-19,3200000,49558.0,3249558.0,2,2,2021-08-06,13,Proaktiv,7033,10,3,0,1
3529,5001-520/123/0/0,Drengvegen 7,7540,KLÃ†BU,Selveier enebolig,191,260,260,1989,0,1055.6,2021-08-19,5050000,0.0,5050000.0,6,4,2021-08-06,13,EIE Eiendomsmegling,7540,2,4,1,0
3530,5001-410/47/0/5,Wessels gate 15 A,7043,TRONDHEIM,Selveierleilighet,51,51,57,1896,2,496.7,2021-08-19,2950000,84083.0,3034083.0,0,2,2021-06-09,71,Eiendomsmegler 1,7043,3,7,0,0
3531,5001-410/79/0/1,Rosenborg gate 24,7043,TRONDHEIM,Selveierleilighet,53,53,58,1910,1,452.9,2021-08-19,2980000,0.0,2980000.0,2,1,2021-08-10,9,DNB Eiendom,7043,1,7,1,0
3532,5001-412/240/0/58,Julianus Holms veg 72,7041,TRONDHEIM,Selveierleilighet,66,70,0,2018,3,4655.8,2021-08-19,4675000,0.0,4675000.0,3,2,2021-08-09,10,Eiendomsmegler 1,7041,3,7,1,0
3533,5001-414/153/0/0,Sleipnes vei 7 B,7040,TRONDHEIM,Selveier tomannsbolig,220,261,295,1961,0,383.8,2021-08-19,11200000,0.0,11200000.0,4,4,2021-05-26,85,Proaktiv,7040,10,6,1,0
3534,948924781/74,Urds veg 5,7033,TRONDHEIM,Borettslagsleilighet,37,37,40,1964,1,6953.4,2021-08-19,2380000,150311.0,2530311.0,1,1,2021-08-11,8,DNB Eiendom,7033,1,3,0,1
3535,5001-412/243/0/98,Lade alle 75,7041,TRONDHEIM,Selveierleilighet,0,55,0,2021,2,7756.5,2021-08-19,3490000,0.0,3490000.0,2,0,2021-08-19,0,Other,7041,8,7,0,0
3536,5001-410/697/0/71,Stadsing Dahls gate 27,7015,TRONDHEIM,Selveierleilighet,72,72,79,2006,4,4410.5,2021-08-19,5350000,75975.0,5425975.0,2,2,2021-08-10,9,Heimdal Eiendomsmegling,7015,4,7,1,0
3537,5001-58/162/0/37,Paul Fjermstads veg 26 C,7052,TRONDHEIM,Selveierleilighet,35,35,38,2018,2,6828.3,2021-08-19,3150000,0.0,3150000.0,2,1,2021-08-11,8,Eiendomsmegler 1,7052,3,7,1,0
3538,5001-9/353/0/8,Innherredsveien 134 A,7044,TRONDHEIM,Selveierleilighet,43,43,48,1939,2,942.1,2021-08-19,2700000,0.0,2700000.0,0,1,2021-07-01,49,Eiendomsmegler 1,7044,3,7,1,0
3539,5001-415/250/0/37,Dakota 2 B,7066,TRONDHEIM,Selveierleilighet,129,132,0,2018,7,2522.1,2021-08-19,9550000,0.0,9550000.0,3,3,2020-12-04,258,Eiendomsmegler 1,7066,3,7,1,0
3540,5001-415/38/0/11,Ladeveien 8 B,7066,TRONDHEIM,Selveierleilighet,58,58,64,1912,3,927.0,2021-08-19,2890000,77150.0,2967150.0,2,2,2021-08-09,10,Eiendomsmegler 1,7066,3,7,0,1
3541,948720620/85,Havstadvegen 9 A,7021,TRONDHEIM,Borettslagsleilighet,75,80,88,1967,1,5364.1,2021-08-19,3800000,83250.0,3883250.0,4,3,2021-08-06,13,Heimdal Eiendomsmegling,7021,4,3,0,1
3542,5001-78/123/0/0,Volvevegen 20 A,7033,TRONDHEIM,Selveier tomannsbolig,189,211,243,1965,0,764.7,2021-08-19,4900000,0.0,4900000.0,0,2,2021-08-06,13,DNB Eiendom,7033,1,6,1,0
3543,5001-95/539/0/2,Breidablikveien 56,7021,TRONDHEIM,Selveier tomannsbolig,65,67,74,1953,2,320.0,2021-08-19,3650000,0.0,3650000.0,0,2,2021-08-10,9,Eiendomsmegler 1,7021,3,6,1,0
3544,5001-103/1670/0/4,Drivhusvegen 5,7024,TRONDHEIM,Selveierleilighet,68,72,79,2017,2,5527.9,2021-08-19,3900000,0.0,3900000.0,3,2,2021-06-19,61,Proaktiv,7024,10,7,0,0
3545,988020028/2,Sandgata 43,7012,TRONDHEIM,Borettslagsleilighet,37,37,43,1902,1,197.2,2021-08-19,2555000,0.0,2555000.0,2,1,2021-08-10,9,Eiendomsmegler 1,7012,3,3,0,0
3546,5001-104/593/0/0,Oskar Braatens veg 12,7024,TRONDHEIM,Selveier enebolig,187,220,235,1972,0,1034.4,2021-08-19,6610000,0.0,6610000.0,0,5,2021-08-08,11,Privatmegleren,7024,9,4,1,0
3547,948720620/85,Havstadvegen 9 A,7021,TRONDHEIM,Borettslagsleilighet,75,80,88,1967,1,5364.1,2021-08-19,3800000,83250.0,3883250.0,4,3,2021-08-06,13,Heimdal Eiendomsmegling,7021,4,3,0,1
3548,5001-23/149/0/0,Fossbakken 5,7056,RANHEIM,Selveier enebolig,195,219,238,1975,0,603.3,2021-08-19,5510000,0.0,5510000.0,0,4,2021-05-23,88,Proaktiv,7056,10,4,1,0
3549,5001-95/539/0/2,Breidablikveien 56,7021,TRONDHEIM,Selveier tomannsbolig,65,67,74,1953,2,320.0,2021-08-19,3650000,0.0,3650000.0,0,2,2021-08-10,9,Eiendomsmegler 1,7021,3,6,1,0
3550,5001-177/60/0/26,RingvÃ¥lvegen 58,7080,HEIMDAL,Selveierleilighet,51,51,55,2015,2,3604.0,2021-08-19,2825000,0.0,2825000.0,3,2,2021-08-11,8,Meglerhuset Nylander,7080,7,7,1,0
3551,5001-187/120/0/0,LÃ¥vekra 38,7026,TRONDHEIM,Selveier rekkehus,144,147,168,2005,0,170.4,2021-08-20,5200000,0.0,5200000.0,5,4,2021-07-30,21,DNB Eiendom,7026,1,5,1,0
3552,988933759/126,Ã˜stmarkveien 6 D,7040,TRONDHEIM,Borettslagsleilighet,73,76,82,2005,4,10171.0,2021-08-20,3440000,1339220.0,4779220.0,3,2,2021-08-12,8,Privatmegleren,7040,9,3,0,0
3553,5001-417/82/0/35,Mellomila 63,7018,TRONDHEIM,Selveierleilighet,53,53,0,2004,3,4679.2,2021-08-20,3450000,0.0,3450000.0,2,2,2021-08-12,8,DNB Eiendom,7018,1,7,1,0
3554,5001-410/117/0/5,Kirkegata 47 A,7043,TRONDHEIM,Selveierleilighet,28,28,31,1893,3,226.8,2021-08-20,2190000,0.0,2190000.0,0,1,2021-08-11,9,DNB Eiendom,7043,1,7,0,0
3555,5001-49/306/0/100,Ã˜vre GranÃ¥slia 3,7047,TRONDHEIM,Selveierleilighet,59,63,0,2019,4,7018.9,2021-08-20,3790000,0.0,3790000.0,3,2,2021-06-21,60,Heimdal Eiendomsmegling,7047,4,7,1,0
3556,5001-407/181/0/0,LillegÃ¥rdsbakken 41,7016,TRONDHEIM,Selveier tomannsbolig,273,330,359,1936,0,928.3,2021-08-20,15600000,0.0,15600000.0,0,8,2021-08-20,0,Heimdal Eiendomsmegling,7016,4,6,1,0
3557,5001-411/168/0/15,UlstadlÃ¸kkveien 13 B,7067,TRONDHEIM,Selveierleilighet,44,44,50,1912,2,1260.6,2021-08-20,2900000,69024.0,2969024.0,2,1,2021-08-12,8,Eiendomsmegler 1,7067,3,7,0,0
3558,5001-54/144/0/0,Tistelvegen 6 A,7033,TRONDHEIM,Selveier tomannsbolig,128,133,147,1996,0,405.2,2021-08-20,5855000,0.0,5855000.0,4,3,2021-08-12,8,Privatmegleren,7033,9,6,0,0
3559,5001-58/71/0/3,Skule BÃ¥rdsÃ¸ns gate 7 A,7052,TRONDHEIM,Selveier tomannsbolig,0,128,0,1920,1,0.0,2021-08-20,4500000,0.0,4500000.0,3,0,2021-08-20,0,Other,7052,8,6,0,0
3560,959157871/179,Sollia 2,7033,TRONDHEIM,Borettslagsleilighet,84,87,95,1976,3,59117.9,2021-08-20,3230000,167424.0,3397424.0,4,3,2021-08-12,8,Eiendomsmegler 1,7033,3,3,1,1
3561,5001-78/115/0/0,Gimlevegen 22 A,7033,TRONDHEIM,Selveier tomannsbolig,132,146,165,1964,0,619.7,2021-08-20,4650000,0.0,4650000.0,0,3,2021-08-13,7,Privatmegleren,7033,9,6,0,0
3562,963954735/16,Lillebergvegen 12 B,7052,TRONDHEIM,Borettslagsleilighet,63,68,73,1961,4,5324.3,2021-08-20,3290000,45000.0,3335000.0,0,2,2021-08-11,9,EIE Eiendomsmegling,7052,2,3,0,0
3563,5001-410/275/0/4,Nedre MÃ¸llenberg gate 82 A,7068,TRONDHEIM,Selveierleilighet,169,182,221,1900,2,430.8,2021-08-20,6850000,0.0,6850000.0,6,5,2021-06-12,69,Eiendomsmegler 1,7068,3,7,1,0
3564,5001-410/680/0/18,Stadsing Dahls gate 9,7015,TRONDHEIM,Selveierleilighet,33,41,45,2005,1,4719.5,2021-08-20,2690000,22842.0,2712842.0,2,1,2021-05-28,0,DNB Eiendom,7015,1,7,1,0
3565,5001-59/131/0/2,Ã˜vre Bergsvingen 3,7052,TRONDHEIM,Selveierleilighet,100,100,108,1939,2,1103.4,2021-08-20,4700000,0.0,4700000.0,2,3,2021-08-05,15,Proaktiv,7052,10,7,1,0
3566,5001-520/89/0/3,Torsvevegen 5 C,7540,KLÃ†BU,Selveierleilighet,63,63,70,1992,1,963.5,2021-08-20,2400000,0.0,2400000.0,3,2,2021-08-13,7,Heimdal Eiendomsmegling,7540,4,7,0,1
3567,5001-94/64/0/2,Osloveien 106 A,7017,TRONDHEIM,Selveierleilighet,32,35,38,2004,1,1940.8,2021-08-20,1900000,0.0,1900000.0,2,1,2021-08-13,7,DNB Eiendom,7017,1,7,0,0
3568,5001-59/238/0/93,SÃ¸ndre Berg 16 A,7050,TRONDHEIM,Selveierleilighet,45,45,50,2002,1,19598.6,2021-08-20,2650000,0.0,2650000.0,2,1,2021-08-13,7,Privatmegleren,7050,9,7,1,0
3569,5001-4/14/0/8,Gildheimsvegen 3 A,7044,TRONDHEIM,Selveierleilighet,84,87,0,2014,1,8657.3,2021-08-20,4450000,0.0,4450000.0,3,2,2021-08-13,7,DNB Eiendom,7044,1,7,1,0
3570,5001-313/652/0/2,Distr.lege Ã˜vrelids vei 4 C,7072,HEIMDAL,Selveier tomannsbolig,115,124,136,2020,0,1236.0,2021-08-20,4500000,0.0,4500000.0,4,3,2021-08-18,2,Eiendomsmegler 1,7072,3,6,1,0
3571,5001-104/786/0/10,O.J. Aalmos veg 39 E,7023,TRONDHEIM,Selveierleilighet,104,123,133,1979,5,24443.0,2021-08-20,4050000,200922.0,4250922.0,0,3,2021-08-14,6,Eiendomsmegler 1,7023,3,7,1,0
3572,990481067/2,Kyavegen 21,7045,TRONDHEIM,Borettslagsleilighet,42,42,46,2007,1,2898.9,2021-08-20,1770000,984000.0,2754000.0,2,1,2021-08-09,11,Heimdal Eiendomsmegling,7045,4,3,1,1
3573,5001-9/487/0/2,Persaunvegen 23,7045,TRONDHEIM,Selveierleilighet,104,104,113,1953,1,948.5,2021-08-20,5600000,0.0,5600000.0,4,3,2021-08-12,8,Eiendomsmegler 1,7045,3,7,1,0
3574,5001-400/93/0/4,Erling Skakkes gate 1,7013,TRONDHEIM,Selveierleilighet,46,46,50,1974,1,667.5,2021-08-20,3060000,0.0,3060000.0,2,2,2021-08-13,7,DNB Eiendom,7013,1,7,0,0
3575,5001-323/2454/0/0,Tonstadbrinken 327,7091,TILLER,Selveier enebolig,0,119,0,2021,0,218.4,2021-08-20,4698000,0.0,4698000.0,4,0,2021-08-20,0,Other,7091,8,4,0,0
3576,5001-177/814/0/17,Jernkisvegen 2,7089,HEIMDAL,Selveierleilighet,50,54,0,2017,2,3044.9,2021-08-20,2700000,1116.0,2701116.0,2,2,2021-06-30,51,Meglerhuset Nylander,7089,7,7,1,0
3577,931928481/169,Starrmyra 82,7091,TILLER,Borettslag rekkehus,134,143,157,1983,0,44016.5,2021-08-20,3480000,214462.0,3694462.0,4,3,2021-08-11,9,EIE Eiendomsmegling,7091,2,1,1,1
3578,948721147/72,Tonstadgrenda 148,7091,TILLER,Borettslag tomannsbolig,138,160,0,1979,0,28471.0,2021-08-20,3800000,519353.0,4319353.0,4,4,2021-08-16,4,Eiendomsmegler 1,7091,3,2,0,1
3579,5001-4/14/0/34,Gildheimsvegen 5 B,7044,TRONDHEIM,Selveierleilighet,62,67,73,2013,1,8657.3,2021-08-20,3450000,0.0,3450000.0,3,2,2021-07-02,49,Aktiv,7044,0,7,0,0
3580,951498289/160,Teglverkstunet 6 C,7069,TRONDHEIM,Borettslagsleilighet,67,67,73,1973,2,42661.6,2021-08-20,3300000,166010.0,3466010.0,3,2,2021-08-13,7,Proaktiv,7069,10,3,1,0
3581,846722092/4078,Adolf Ã˜iens veg 8 F,7036,TRONDHEIM,Borettslagsleilighet,107,110,120,1971,2,71960.0,2021-08-20,3290000,150188.0,3440188.0,0,3,2021-08-06,14,Heimdal Eiendomsmegling,7036,4,3,1,1
3582,848896772/74,Ã˜stre berg 14,7050,TRONDHEIM,Borettslagsleilighet,84,84,92,1971,2,47477.8,2021-08-20,3000000,126725.0,3126725.0,3,2,2021-08-12,8,DNB Eiendom,7050,1,3,0,0
3583,887019932/62,Sandgata 2,7012,TRONDHEIM,Borettslagsleilighet,35,35,0,1954,3,0.0,2021-08-20,1890000,464993.0,2354993.0,1,1,2021-08-11,9,EIE Eiendomsmegling,7012,2,3,1,0
3584,964486042/1,KlÃ¦buveien 47,7030,TRONDHEIM,Borettslagsleilighet,60,63,70,1952,1,719.9,2021-08-20,3200000,0.0,3200000.0,2,1,2021-08-05,15,Proaktiv,7030,10,3,0,0
3585,5001-16/195/0/8,Brundalen 19,7058,CHARLOTTENLUND,Selveierleilighet,39,43,46,2013,2,1840.1,2021-08-20,2610000,0.0,2610000.0,2,1,2021-08-11,9,Proaktiv,7058,10,7,1,0
3586,5001-422/54/0/1,Thora Storms vei 3,7020,TRONDHEIM,Selveierleilighet,70,70,78,1932,1,328.3,2021-08-20,3650000,0.0,3650000.0,3,2,2021-08-20,0,Other,7020,8,7,1,0
3587,5001-61/8/0/0,Tyholtveien 47,7052,TRONDHEIM,Selveier enebolig,181,285,310,1929,0,672.4,2021-08-23,8100000,0.0,8100000.0,0,4,2021-08-16,7,Privatmegleren,7052,9,4,1,0
3588,5001-58/85/0/2,Kong Inges gate 33,7052,TRONDHEIM,Selveierleilighet,125,125,149,1936,1,863.7,2021-08-23,5200000,0.0,5200000.0,3,5,2021-08-12,11,Heimdal Eiendomsmegling,7052,4,7,1,1
3589,987162880/29,Ã˜rjaveita 2,7010,TRONDHEIM,Borettslagsleilighet,35,35,38,2005,6,0.0,2021-08-23,2700000,0.0,2700000.0,2,1,2021-07-17,37,Heimdal Eiendomsmegling,7010,4,3,0,0
3590,5001-104/2317/0/13,Damlia 211,7027,TRONDHEIM,Selveier rekkehus,116,122,139,2020,0,0.0,2021-08-23,4590000,0.0,4590000.0,5,4,2021-08-23,0,Other,7027,8,5,0,0
3591,5001-522/76/0/12,Kristines veg 5,7540,KLÃ†BU,Selveierleilighet,74,77,86,2019,2,3006.1,2021-08-23,3425000,0.0,3425000.0,3,2,2021-06-25,59,Eiendomsmegler 1,7540,3,7,1,0
3592,5001-410/469/0/0,Henrik Mathiesens vei 20,7015,TRONDHEIM,Selveier tomannsbolig,0,283,0,1925,0,775.2,2021-08-23,9000000,0.0,9000000.0,0,0,2021-08-23,0,Other,7015,8,6,0,0
3593,5001-261/7/0/0,Klefstadhaugen 4,7070,BOSBERG,Selveier enebolig,195,208,226,1953,0,1599.3,2021-08-23,4500000,0.0,4500000.0,5,4,2021-08-10,13,DNB Eiendom,7070,1,4,1,0
3594,5001-9/180/0/6,RÃ¸nningsbakken 25,7045,TRONDHEIM,Selveierleilighet,81,86,0,2020,3,601.6,2021-08-23,6440000,0.0,6440000.0,3,2,2021-04-28,117,Meglerhuset Nylander,7045,7,7,1,0
3595,5001-49/329/0/0,Nedre GranÃ¥slia 23 C,7047,TRONDHEIM,Selveier enebolig,0,193,0,2021,0,393.3,2021-08-23,9050000,0.0,9050000.0,5,0,2021-08-23,0,Other,7047,8,4,0,0
3596,5001-49/215/0/35,Stokkbekken 138,7048,TRONDHEIM,Selveierleilighet,65,87,92,2017,3,5389.7,2021-08-23,3950000,0.0,3950000.0,3,2,2021-08-06,17,Heimdal Eiendomsmegling,7048,4,7,1,0
3597,5001-407/414/0/0,Ã˜vre Bakklandet 17,7016,TRONDHEIM,Selveierleilighet,0,149,0,1959,1,192.4,2021-08-23,6900000,0.0,6900000.0,5,0,2021-08-23,0,Other,7016,8,7,0,0
3598,5001-17/800/0/10,Anton Jenssens veg 82 B,7053,RANHEIM,Selveierleilighet,99,101,111,2007,2,2923.3,2021-08-23,4790000,2247.0,4792247.0,3,4,2021-08-07,16,Krogsveen,7053,5,7,1,0
3599,5001-257/19/0/0,Hangerslettvegen 190,7070,BOSBERG,Selveier enebolig,151,189,206,2016,0,543.1,2021-08-23,6890000,0.0,6890000.0,5,3,2021-08-10,13,Privatmegleren,7070,9,4,1,0
3600,5001-98/296/0/0,HoemshÃ¸gda 50 C,7023,TRONDHEIM,Selveier rekkehus,125,135,146,1967,0,147.8,2021-08-24,4650000,0.0,4650000.0,0,3,2021-08-13,11,EIE Eiendomsmegling,7023,2,5,0,1
3601,5001-194/470/0/1,Anton Bergs veg 103 A,7099,FLATÃ…SEN,Selveierleilighet,69,74,80,1999,1,691.6,2021-08-24,2805000,0.0,2805000.0,3,2,2021-08-13,11,Eiendomsmegler 1,7099,3,7,1,0
3602,976002008/22,Innherredsveien 60,7067,TRONDHEIM,Borettslagsleilighet,37,37,40,1988,3,0.0,2021-08-24,2220000,215684.0,2435684.0,0,1,2021-08-14,10,Heimdal Eiendomsmegling,7067,4,3,0,0
